yearweekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases2
200211,0.2483857,0.1795,0.2698143,0.29923330000000004,41.96,25.208571429000017,27.0,23.088571429000012,36.05000000000001,20.650000000000034,46.9,89.7785714286,9.41428571429,26.95,10.45,34.5,21.6,9.1,7
200212,0.2265857,0.2483333,0.2302,0.2435143,61.18,24.80142857100003,26.092857143000003,23.660000000000025,32.650000000000034,20.950000000000045,92.4,94.16571428569999,7.37142857143,26.95,11.775,33.3,20.6,76.8,10
200213,0.2127857,0.27455,0.1987,0.2284571,110.42,23.25714285700002,24.06428571400005,22.958571429000017,30.450000000000045,20.75,127.9,98.4571428571,4.4,26.1,10.3,32.3,20.7,49.0,5
200214,0.19708,0.29622859999999995,0.1805,0.2763286,94.01,24.02428571400003,24.914285714000016,23.591428570999994,30.75,21.350000000000023,122.3,97.77571428569999,6.18571428571,27.3,10.4,32.5,20.2,20.1,11
200215,0.2698286,0.19681429999999997,0.2025857,0.2662857,75.98,23.712857143000008,24.55000000000001,23.201428571000008,30.150000000000034,20.950000000000045,187.8,97.2442857143,5.1428571428600005,26.3,9.4,31.4,20.8,13.0,8
200216,0.26935,0.2121571,0.1889286,0.19494289999999997,109.49,24.61428571400006,25.771428571,23.160000000000025,31.850000000000023,21.25,49.8,92.6157142857,6.72857142857,27.2,13.0,34.6,20.3,60.57777777777777,18
200217,0.2678429,0.2614143,0.2485,0.26692859999999996,45.59,24.434285714000055,25.664285714000016,23.48142857099998,32.05000000000001,20.75,96.1,95.2514285714,7.314285714289999,27.2666666667,10.7,33.3,21.7,53.9,13
200218,0.1703571,0.1418286,0.1977286,0.2570714,60.05,24.25857142900003,25.400000000000034,23.07285714300002,30.650000000000034,19.650000000000034,52.6,93.8457142857,7.5,27.386111111111113,9.225,33.5,21.2,1.0,9
200219,0.2272571,0.17824289999999998,0.1773857,0.2101143,101.3,24.20571428599999,25.28571428600003,23.29428571400001,31.25,19.850000000000023,66.85,95.22,8.04285714286,27.5,11.525,34.0,21.3,25.4,22
200220,0.1338,0.1096333,0.2196143,0.1417,46.79,23.634285714000043,24.435714286000007,23.071428571000013,30.55000000000001,20.75,93.4,97.24285714290001,5.08571428571,26.866666666700002,9.7,32.3,20.8,543.3,10
200221,0.1921143,0.1776429,0.23085709999999998,0.2222,51.25,23.900000000000034,25.47142857099999,22.874285714000052,33.05000000000001,19.55000000000001,32.3,94.80428571430001,8.5,27.7,12.15,33.8,20.8,9.1,5
200222,0.1764571,0.17491429999999997,0.18815710000000002,0.2386286,41.54,24.407142857000053,25.56428571400005,23.121428571000024,32.75,19.25,58.02,93.78857142860001,7.65714285714,26.325,9.775,32.3,20.8,146.7,13
200223,0.3204714,0.2780857,0.2377286,0.3431857,72.76,23.117142857000033,23.935714286000007,22.085714285999984,32.150000000000034,18.350000000000023,19.12,94.3457142857,8.74285714286,27.3,11.6333333333,34.3,20.7,28.0,2
200224,0.3862667,0.2591333,0.3284143,0.39162859999999994,69.62,24.107142857000042,25.821428571000013,22.957142857000008,32.650000000000034,20.25,39.48,94.1442857143,8.97142857143,27.8,11.5,34.0,20.7,1.0,11
200225,0.2212714,0.17351429999999998,0.2119714,0.2252143,39.16,23.657142857000053,24.36428571400006,20.72142857099999,33.25,15.25,22.95,85.7371428571,10.714285714299999,26.2333333333,8.73333333333,33.0,18.8,31.0,11
200226,0.17917139999999998,0.2791,0.1326143,0.2132857,3.18,22.658571429000062,23.75714285700002,18.99714285700003,32.150000000000034,16.850000000000023,14.1,82.1671428571,10.7285714286,26.15,10.8,32.6,18.6,7.1,3
200227,0.10154289999999999,0.1266,0.11935710000000001,0.07624286,3.27,21.485714286000018,21.742857143000037,18.644285714000034,31.950000000000045,14.25,6.2,85.5657142857,8.7,26.275,9.5,32.6,20.7,5.1,7
200228,0.21602,0.2350667,0.1511857,0.2129714,5.71,22.73285714299999,23.885714285999995,19.80000000000001,33.950000000000045,18.05000000000001,8.7,85.6728571429,8.78571428571,26.133333333299998,10.633333333300001,32.3,20.3,26.3,7
200229,0.10804289999999998,0.07298571,0.11122860000000001,0.11797139999999999,63.0,23.292857142999992,24.592857143000003,20.177142857000035,33.150000000000034,17.450000000000045,8.3,84.6685714286,11.171428571400002,25.4,9.0,30.1,20.1,0.0,4
200230,0.2225,0.2631,0.2489857,0.34647140000000004,65.55,23.725714286000027,25.150000000000034,20.27285714300001,34.25,15.150000000000034,12.41,83.4971428571,11.9714285714,27.8,11.6,33.6,19.5,68.1,5
200231,0.3870143,0.2601714,0.34927140000000007,0.2830571,89.93,24.01142857100001,25.57857142900002,21.47428571400002,35.35000000000002,19.650000000000034,23.33,87.0342857143,10.6,26.7,11.14,33.8,19.3,35.6,6
200232,0.3041167,0.2788429,0.3074571,0.3378429,14.34,23.645714285999986,25.492857143000037,19.52428571400003,34.85000000000002,15.950000000000045,5.44,80.47,13.457142857100001,27.25,12.8,34.0,20.2,0.0,7
200233,0.37715709999999997,0.3059,0.2884,0.3608429,9.81,25.154285714000025,26.185714286000007,18.52857142900001,35.75,17.650000000000034,1.7,69.06,14.385714285699999,27.8333333333,12.2333333333,35.1,20.6,7.1,7
200234,0.345425,0.31354,0.29505,0.3092667,31.71,23.03428571400002,23.585714285999984,19.30142857100003,35.450000000000045,15.650000000000034,5.61,82.1414285714,12.7571428571,27.593125,12.2675,33.1,20.8,70.6,4
200235,0.3045429,0.2694429,0.2508571,0.3224714,38.8,25.26285714300002,26.835714285999984,20.72428571400002,37.150000000000034,18.450000000000045,10.7,77.7657142857,12.8,27.4,11.15,35.1,20.9,24.1,9
200236,0.2290143,0.1319714,0.2494571,0.19088570000000002,81.85,26.24571428600001,27.52857142900001,21.381428571000015,37.35000000000002,20.75,13.1,77.0828571429,11.9285714286,27.4,10.475,33.3,21.7,17.0,17
200237,0.3075429,0.2941714,0.3234,0.1907714,25.36,25.865714286000014,27.05714285700003,20.06142857100002,36.85000000000002,16.850000000000023,3.2,73.1414285714,14.042857142899999,28.2333333333,13.2333333333,35.9,19.9,89.9,8
200238,0.3274143,0.3472571,0.33867140000000007,0.38387140000000003,11.49,27.170000000000016,27.892857143000015,19.121428571000024,38.05000000000001,18.650000000000034,0.8,64.6885714286,16.0285714286,28.9,12.7,36.6,21.5,0.8,22
200239,0.2379833,0.30842859999999994,0.2681143,0.3200429,38.56,26.088571429000012,27.964285714000027,21.26428571400004,39.450000000000045,18.350000000000023,41.1,79.5628571429,13.171428571400002,27.9,12.2,36.0,20.4,86.9,18
200240,0.2721143,0.17936670000000002,0.3142429,0.27417140000000007,70.98,26.504285714000048,28.085714285999984,20.664285714000016,40.05000000000001,18.650000000000034,24.1,74.25,13.7571428571,29.2,14.1333333333,37.7,21.7,74.2,21
200241,0.37815,0.3857833,0.2314286,0.24593330000000002,70.22,25.56714285700002,27.400000000000034,22.51142857100001,37.450000000000045,20.25,34.4,85.1371428571,12.5285714286,28.075,11.45,34.6,21.8,79.8,16
