yearweekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases2
199035,0.2529,0.33075,0.26417140000000006,0.2843143,40.94,26.968571429000065,27.071428571000013,23.867142857000033,29.05000000000001,25.55000000000001,39.8,83.3485714286,1.9,28.657142857100002,6.52857142857,32.2,24.4,13.7,28
199036,0.2354,0.200025,0.2838167,0.2304429,28.86,27.379999999999995,27.485714286000018,22.967142857000056,30.650000000000034,24.850000000000023,30.4,77.1728571429,3.47142857143,28.3285714286,7.614285714289999,32.8,23.3,14.2,24
199037,0.1279667,0.4371,0.1234,0.14828329999999998,64.56,27.52428571400003,27.642857143000015,24.042857142999992,29.75,25.850000000000023,24.18,81.55142857140001,2.9,28.6857142857,8.05714285714,33.9,24.4,25.9,20
199038,0.19635,0.1824333,0.2548286,0.3056857,143.73,26.707142857000008,26.75,23.281428570999992,28.55000000000001,25.55000000000001,36.6,81.6371428571,1.74285714286,28.2428571429,8.114285714289998,32.8,23.9,3.3,40
199039,0.1161,0.2609,0.19944289999999998,0.24421669999999998,51.39,27.277142857000058,27.450000000000045,22.878571429000033,29.25,25.950000000000045,16.4,77.0485714286,2.2571428571400003,28.342857142899998,7.72857142857,32.8,24.4,15.8,27
199040,0.22855,0.18975,0.2124857,0.20118570000000002,31.18,27.625714286000004,27.700000000000045,23.51428571400004,30.150000000000034,25.950000000000045,36.1,78.52,2.9,28.771428571399998,8.02857142857,33.3,23.9,11.7,42
199041,0.17115,0.06755,0.1794667,0.15771670000000002,51.42,26.707142857000008,26.792857142999992,23.77857142900001,28.650000000000034,24.950000000000045,132.4,84.11,2.5714285714300003,28.6285714286,7.314285714289999,33.3,24.4,57.7,33
199042,0.0665725,0.0702,0.18161670000000002,0.16575,143.55,26.04571428600002,26.157142857000053,23.394285714000034,28.350000000000023,24.350000000000023,279.6,85.6214285714,1.87142857143,27.6285714286,7.4,32.8,23.3,61.8,43
199043,0.1462,0.08975,0.12882860000000002,0.1239286,127.03,25.75285714300003,25.892857143000015,23.107142857000042,27.75,24.05000000000001,94.52,85.5028571429,1.8,26.771428571399998,7.62857142857,32.2,21.7,91.5,37
199044,0.25225,0.1834333,0.318,0.2959,101.35,26.577142857000013,26.628571429000033,23.384285714000043,28.25,25.350000000000023,22.26,82.7871428571,1.78571428571,27.971428571399997,8.64285714286,33.3,22.8,6.3,57
199045,0.1526,0.181775,0.1783286,0.1866286,20.46,26.82285714300002,26.885714285999995,23.414285714000016,29.05000000000001,25.350000000000023,14.4,81.7157142857,2.3857142857099998,28.471428571399997,8.42857142857,33.3,23.9,6.6,71
199046,0.2908,0.2246,0.1803857,0.2348857,20.0,27.200000000000045,27.350000000000023,22.53714285700005,29.150000000000034,25.650000000000034,7.1,75.72857142859999,2.2,27.5428571429,8.6,32.8,22.2,38.9,44
199047,0.2722,0.33035,0.13163329999999998,0.1253833,20.04,26.361428571000033,26.485714286000018,22.225714286000027,28.450000000000045,23.850000000000023,36.7,78.1514285714,2.52857142857,26.8,7.414285714289999,31.7,22.2,9.6,56
199048,0.13676670000000002,0.216525,0.17678570000000002,0.1415857,33.61,25.088571429000012,25.11428571400006,21.661428570999988,27.05000000000001,23.350000000000023,44.3,81.38571428569999,1.9857142857099999,26.2,7.12857142857,31.1,20.6,26.7,53
199049,0.1098,0.0886,0.2667833,0.2517,9.96,25.392857143000015,25.53571428600003,21.632857143000024,27.650000000000034,23.55000000000001,71.8,79.9085714286,2.05714285714,25.985714285700002,5.54285714286,29.4,22.2,69.0,52
199050,0.12135,0.26166,0.19138570000000002,0.2099857,0.0,25.05285714300004,25.128571429000033,18.854285714000014,27.450000000000045,22.950000000000045,4.1,68.7228571429,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,2.8,47
199051,0.2931333,0.2668667,0.2608571,0.30272859999999996,52.45,25.147142857000006,25.228571429000056,21.408571429000062,27.75,22.850000000000023,32.31,80.0828571429,2.87142857143,25.714285714299997,6.58571428571,30.6,21.1,19.8,26
199052,0.3025,0.2772333,0.17126670000000002,0.16162220000000002,0.0,24.888571429000024,24.935714286000007,18.95571428599999,26.650000000000034,22.150000000000034,5.46,69.6814285714,2.2857142857099997,25.157142857100002,5.84285714286,28.9,21.1,20.9,27
199101,0.1465,0.14046670000000003,0.1515,0.16731429999999997,0.0,23.910000000000025,23.985714286000018,18.75714285700002,25.850000000000023,20.75,4.8,72.9385714286,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,5.3,21
199102,0.04486858538461539,0.10046669999999999,0.2519,0.1376167,15.85,24.52428571400003,24.678571429000044,20.132857143000024,26.150000000000034,22.650000000000034,26.33,76.6285714286,1.8857142857099998,24.9142857143,6.31428571429,28.3,21.1,31.7,21
199103,0.007229492307692298,0.2935667,0.25994290000000003,0.2179,0.0,24.27285714300001,24.50714285700002,20.26285714300002,26.150000000000034,22.950000000000045,27.4,78.5,2.0,25.2428571429,6.57142857143,29.4,21.1,16.5,26
199104,0.3313,0.30933330000000003,0.22102860000000002,0.20275710000000002,0.0,24.734285714000066,25.0,19.23285714299999,27.150000000000034,22.850000000000023,0.7,71.5971428571,2.55714285714,24.714285714299997,7.77142857143,29.4,18.3,6.8,34
199105,0.0917,0.246425,0.2438571,0.1956,0.0,24.894285714000034,25.07857142900002,19.422857142999987,26.950000000000045,21.850000000000023,5.7,71.7842857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,5.9,37
199106,0.3801,0.22856669999999998,0.2550429,0.2258,0.0,24.590000000000032,24.77857142900001,20.0,26.55000000000001,21.850000000000023,19.69,75.7942857143,2.4285714285699997,25.0571428571,6.885714285710001,30.0,20.6,7.3,17
199107,0.0712,0.2211,0.2762429,0.2673429,18.05,23.734285714000066,23.964285714000027,19.82285714300002,27.05000000000001,20.950000000000045,21.4,78.8957142857,3.2,25.1428571429,8.87142857143,32.2,18.9,5.6,19
199108,0.040039390909090894,0.2094,0.10843330000000001,0.1194,0.0,24.26428571400004,24.464285714000027,20.48142857099998,26.950000000000045,22.650000000000034,26.2,79.74,2.5714285714300003,25.842857142899998,8.47142857143,32.2,20.0,17.8,25
199109,0.1702,0.2086,0.13752,0.19143329999999997,31.79,24.355714286000023,24.678571429000044,20.25714285700002,26.650000000000034,22.650000000000034,23.8,77.9771428571,2.1142857142900002,25.2571428571,7.2,30.6,20.0,30.7,18
199110,0.21075,0.2641,0.2476857,0.2163571,0.0,24.627142857000024,24.928571429000044,20.381428571000015,27.150000000000034,23.25,8.3,77.3157142857,2.2428571428599997,26.014285714299998,8.31428571429,31.1,20.6,10.9,21
199111,0.04603444466666666,0.06290186470588238,0.21325,0.2405429,0.0,24.281428570999992,24.485714286000018,20.185714286000007,26.950000000000045,22.55000000000001,13.37,78.1385714286,2.72857142857,25.9285714286,8.97142857143,31.7,20.6,3.6,17
199112,0.1279,0.1784,0.1470143,0.1593,0.0,24.25714285700002,24.464285714000027,20.104285714000014,27.25,22.25,11.1,77.8828571429,2.54285714286,26.0857142857,6.97142857143,32.2,21.1,5.7,17
199113,0.28035,0.223575,0.2478833,0.2473857,0.0,24.32000000000005,24.542857142999992,20.590000000000032,27.850000000000023,22.55000000000001,21.26,80.0014285714,2.75714285714,26.0571428571,6.58571428571,32.2,22.2,26.9,16
199114,0.1691,0.216825,0.2605143,0.22197139999999999,12.92,23.914285714000016,24.03571428600003,19.33000000000004,26.25,22.25,20.9,75.6628571429,2.2857142857099997,25.2428571429,6.81428571429,28.9,20.6,4.1,16
199115,0.1765,0.2763,0.18453329999999998,0.17736670000000002,6.0,24.222857143,24.50714285700002,20.46571428599998,26.05000000000001,22.75,19.78,79.6285714286,2.62857142857,25.3,6.514285714290001,28.9,21.1,18.8,15
199116,0.0774,0.1024,0.16355,0.20616669999999998,44.57,24.134285714000043,24.242857143000037,19.02000000000004,25.75,22.850000000000023,21.9,73.3514285714,2.01428571429,25.514285714299998,6.27142857143,29.4,21.1,19.4,23
199117,0.03578461538461539,0.18845,0.1883143,0.2249429,32.72,24.924285714000064,25.085714285999984,20.878571429000033,26.450000000000045,23.55000000000001,19.7,78.4471428571,2.3,26.528571428600003,8.014285714289999,32.8,21.7,3.5,16
199118,0.20916669999999998,0.160575,0.1761714,0.1761714,0.0,25.681428571000026,25.921428571000035,21.82000000000005,27.850000000000023,23.950000000000045,8.38,79.36,2.8,27.3142857143,7.714285714289999,32.2,22.8,2.8,17
199119,0.11595,0.180175,0.1063857,0.1111857,35.38,25.488571429000046,25.571428571000013,21.662857142999997,27.75,24.05000000000001,20.6,79.5414285714,2.41428571429,26.9285714286,6.92857142857,31.7,22.8,40.2,12
199120,0.06410576923076923,0.10455,0.15115,0.0964,4.16,25.175714286000016,25.25714285700002,21.468571429000065,26.950000000000045,23.450000000000045,35.37,80.0671428571,2.5,26.528571428600003,6.58571428571,30.6,22.8,32.8,17
199121,0.0669,0.1335667,0.09711667,0.1356,51.16,25.434285714000055,25.30714285700003,21.97428571400002,27.25,23.850000000000023,59.3,81.30142857140001,1.8571428571400002,27.3857142857,6.7,31.7,22.8,3.6,10
199122,0.1401,0.15946670000000002,0.2143167,0.2571,55.37,25.658571429000062,25.735714286000018,22.124285714000052,27.950000000000045,24.150000000000034,43.4,81.08857142859999,2.1428571428599996,27.9428571429,7.014285714289999,33.3,23.3,5.6,15
199123,0.08585,0.087,0.1196,0.1659286,8.08,26.368571429000042,26.600000000000023,21.77571428599998,28.450000000000045,24.25,5.0,76.0742857143,2.87142857143,28.0714285714,7.5,33.3,23.3,20.6,19
199124,0.1091,0.15646670000000001,0.17342860000000002,0.1739714,6.09,26.74142857100003,26.921428571000035,22.342857143000003,28.650000000000034,25.25,5.82,77.0357142857,2.4,28.228571428600002,7.97142857143,33.9,23.9,9.4,21
199125,0.0596,0.09235,0.1301286,0.13064289999999998,44.25,26.625714286000004,26.821428571000013,23.150000000000034,28.75,25.25,17.0,81.4214285714,2.17142857143,28.9285714286,7.1428571428600005,33.9,25.0,3.3,14
199126,0.07965,0.122,0.18511429999999998,0.1582429,73.76,26.260000000000048,26.32857142900002,23.07857142900002,29.350000000000023,24.55000000000001,37.8,82.7457142857,2.04285714286,27.9142857143,7.4,32.8,22.8,12.4,18
199127,0.07528035735714285,0.1779333,0.2015286,0.1981571,26.7,26.22142857099999,26.235714286000018,22.79571428600002,29.25,24.25,51.99,81.69428571430001,2.1428571428599996,28.3714285714,6.6,32.8,23.9,24.7,13
199128,0.0969,0.10198921529411765,0.13805,0.1679167,6.13,26.851428570999985,27.021428571,22.641428571000006,28.950000000000045,24.75,18.7,77.8771428571,2.4285714285699997,28.4142857143,6.67142857143,32.8,24.4,4.6,14
199129,0.066859375,0.07733333,0.09982857,0.11664289999999998,29.67,27.084285714000032,27.192857143000026,22.931428571000026,29.05000000000001,25.450000000000045,23.6,78.24142857140001,2.4285714285699997,28.8,6.914285714289999,33.9,23.9,12.2,18
199130,0.0801,0.00805,0.1380333,0.12906669999999998,56.58,26.658571429000062,26.82857142900002,23.182857143000035,28.950000000000045,25.05000000000001,27.4,81.4828571429,2.2428571428599997,28.0,5.88571428571,32.8,24.4,43.1,23
199131,0.030698809285714283,0.08587597882352942,0.19064289999999998,0.15932860000000001,48.41,26.702857143000017,26.81428571400005,23.32857142900002,28.850000000000023,25.150000000000034,34.39,81.8971428571,2.3,28.5714285714,6.34285714286,33.3,25.0,18.0,25
199132,0.07315,0.1124,0.19258570000000003,0.2093571,13.29,26.681428571000026,26.714285714000027,23.31857142900003,28.650000000000034,24.950000000000045,31.5,81.96,2.2428571428599997,28.5,6.514285714290001,32.8,24.4,12.5,62
199133,0.0593,0.0673607805882353,0.1551,0.1567,0.0,27.27000000000004,27.5,23.334285714000032,29.650000000000034,25.55000000000001,20.4,79.1971428571,2.1857142857099996,29.4285714286,5.47142857143,33.3,25.6,3.3,60
199134,0.0569,0.09813999999999999,0.1285143,0.1437286,51.88,27.161428570999988,27.235714286000018,23.431428571000026,29.450000000000045,25.150000000000034,25.47,80.2557142857,2.4,29.271428571399998,7.514285714289999,34.4,24.4,1.5,76
199135,0.0693,0.05705,0.22504000000000002,0.1864,55.2,26.967142857000056,27.05000000000001,23.52000000000004,29.150000000000034,25.450000000000045,23.8,81.5942857143,2.37142857143,28.157142857100002,7.0,32.2,23.9,10.7,66
199136,0.10805,0.091675,0.1398,0.16241429999999998,65.9,26.95571428599999,27.0,23.648571429000015,29.150000000000034,25.25,42.33,82.31,2.12857142857,28.9428571429,7.54285714286,34.4,24.4,27.2,64
199137,0.10475,0.15983329999999998,0.11208,0.1446429,33.56,27.390000000000043,27.485714286000018,23.30142857100003,29.650000000000034,25.55000000000001,11.4,78.6271428571,3.04285714286,28.971428571399997,7.7,33.9,23.3,61.0,68
199138,0.1098,0.1527333,0.16857139999999998,0.1688714,29.53,27.377142857000024,27.450000000000045,23.75142857100002,29.850000000000023,25.650000000000034,28.8,80.8771428571,2.45714285714,28.9142857143,6.8,33.3,24.4,7.9,89
199139,0.1676,0.1489,0.17142860000000001,0.2181429,73.55,26.910000000000025,26.900000000000034,23.439999999999998,29.25,25.05000000000001,77.5,81.4242857143,2.0714285714300003,28.1428571429,6.68571428571,32.8,24.4,31.8,92
199140,0.1291,0.16672,0.177,0.1955571,31.68,26.5,26.542857142999992,23.24714285700003,28.450000000000045,25.150000000000034,60.0,82.4857142857,2.04285714286,27.7428571429,6.914285714289999,32.8,23.3,26.5,140
199141,0.09300000000000001,0.09300000000000001,0.1450833,0.1681667,32.1,26.412857142999997,26.521428571,22.737142857000038,28.850000000000023,24.450000000000045,55.1,80.5157142857,2.2571428571400003,27.657142857100002,6.61428571429,31.7,22.8,8.3,116
199142,0.0137,0.12886,0.10904289999999998,0.1070286,3.29,26.74714285700003,26.771428571,22.868571429000042,28.850000000000023,24.950000000000045,31.19,79.3828571429,2.3,28.5428571429,7.62857142857,33.9,24.4,21.3,142
199143,0.1944,0.1186,0.18081429999999998,0.1998714,50.24,26.74142857100003,26.842857143000003,22.30571428600001,28.850000000000023,24.850000000000023,12.6,76.7771428571,2.8142857142900004,27.8285714286,7.085714285710001,32.8,23.3,3.5,129
199144,0.094,0.09665,0.1255667,0.12131669999999999,72.61,26.755714286,26.842857143000003,22.76857142900002,29.25,24.950000000000045,26.83,78.9871428571,3.04285714286,28.1142857143,7.25714285714,32.8,24.4,4.8,140
199145,0.0544,0.05475,0.1121333,0.1193857,42.92,25.939999999999998,26.128571429000033,22.417142857000044,29.450000000000045,24.150000000000034,74.83,81.05857142859999,2.9,27.1857142857,6.75714285714,32.2,22.8,41.4,140
199146,0.0954,0.1114,0.19494289999999997,0.1980571,78.73,25.53571428600003,25.635714285999995,22.46571428599998,27.850000000000023,24.25,72.7,83.5142857143,1.9714285714300002,26.657142857100002,6.74285714286,31.1,22.2,28.2,127
199147,0.00825,0.028425,0.13874289999999997,0.1796429,0.0,25.54857142900005,25.55714285700003,20.879999999999995,27.650000000000034,23.950000000000045,15.1,75.5485714286,2.27142857143,26.3142857143,6.81428571429,30.0,22.2,9.4,129
199148,0.08786667,0.1519,0.1796286,0.16618570000000002,35.34,25.225714286000027,25.350000000000023,21.788571429000058,27.950000000000045,23.75,78.43,81.4857142857,2.02857142857,26.271428571399998,6.58571428571,30.0,22.2,76.2,169
199149,0.0802,0.14025,0.13362860000000001,0.13445710000000002,0.0,25.492857143000037,25.692857143000026,21.82428571400004,27.350000000000023,24.55000000000001,35.1,80.27571428569999,1.8,26.728571428600002,6.05714285714,30.6,23.3,19.6,141
199150,-0.02665,0.2128,0.2224143,0.2289429,0.0,25.368571429000042,25.442857143000026,21.36428571400006,27.05000000000001,24.150000000000034,26.8,78.6214285714,2.01428571429,25.6142857143,5.8571428571399995,29.4,21.7,34.2,108
199151,0.018439390909090914,0.04613333,0.1144,0.04045714,0.0,24.934285714000055,24.985714286000018,19.71571428599998,26.450000000000045,23.450000000000045,8.76,72.8614285714,2.0714285714300003,25.0,6.15714285714,28.9,20.6,6.1,78
199152,0.12355,0.1237,0.13793329999999998,0.1297556,0.0,23.371428571000024,23.357142857000042,18.895714285999986,26.05000000000001,21.150000000000034,19.3,76.1271428571,2.2142857142900003,24.3571428571,6.18571428571,28.3,19.4,13.7,70
199201,0.1251,0.15786670000000003,0.18528329999999998,0.18136670000000002,13.942000000000002,25.012095238066593,25.103333333266676,20.756952380799987,26.99000000000001,23.143333333333374,18.73933333333333,77.44200000001335,2.1619047619039997,25.339047619039995,6.288571428571333,29.506666666666664,21.12666666666666,24.540000000000003,81
199202,0.10083330000000001,0.073575,0.13871429999999998,0.1127857,200.85,24.76285714300002,24.97142857099999,21.30714285700003,27.25,22.950000000000045,18.3,81.3,2.3,25.657142857100002,7.5,30.6,20.6,58.2,104
199203,0.2224,0.2299,0.19845710000000003,0.1994143,3.12,24.188571429000035,24.335714285999984,21.31714285700002,27.05000000000001,22.450000000000045,19.8,84.1171428571,1.8571428571400002,25.471428571399997,6.17142857143,31.1,21.7,32.3,90
199204,0.12253330000000001,0.13105,0.18884289999999998,0.1688714,0.0,23.941428571000017,24.185714286000007,19.871428571000024,26.350000000000023,22.450000000000045,5.11,78.2914285714,2.3571428571400004,24.8571428571,7.44285714286,30.6,20.0,1.3,85
199205,0.08311458333333334,0.0483,0.1736714,0.1919286,0.0,24.27000000000004,24.400000000000034,19.56857142900003,26.150000000000034,22.350000000000023,6.5,75.22,2.44285714286,24.8,6.58571428571,28.9,20.0,9.2,55
199206,0.1016,0.0846,0.11171669999999999,0.18795710000000002,0.0,23.77000000000004,23.978571429000056,19.467142857000056,27.55000000000001,21.350000000000023,16.2,77.05857142859999,3.4,24.714285714299997,7.3571428571399995,30.6,20.0,3.0,53
199207,0.08954555999999998,0.1305,0.1957429,0.17885710000000002,18.615882352941174,24.648571429000015,24.907142857000053,21.5,27.05000000000001,22.150000000000034,20.1,82.8757142857,2.2,26.028571428600003,6.57142857143,32.2,20.0,1.3,65
199208,0.040039390909090894,0.1844667,0.1946143,0.20305710000000002,2.9747058823529406,24.748571429000037,24.957142857000008,20.478571429000056,26.950000000000045,23.150000000000034,4.4,77.2957142857,2.58571428571,25.7571428571,7.385714285710001,33.9,21.7,8.9,33
199209,0.10705,0.0815,0.1652429,0.1630571,18.10705882352941,24.32285714300002,24.52857142900001,19.81714285700002,26.150000000000034,23.150000000000034,14.4,76.0371428571,2.41428571429,25.285714285700003,6.17142857143,29.4,21.7,16.0,38
199210,0.06468511928571428,0.18218,0.19108570000000002,0.1928571,0.0,24.50142857100002,24.650000000000034,20.167142857000044,26.650000000000034,22.55000000000001,5.5,76.8785714286,2.3142857142900004,25.657142857100002,7.814285714289999,31.1,20.6,2.9,59
199211,0.08685,0.09015,0.128,0.1551,23.22,24.484285714000066,24.635714285999995,20.390000000000043,26.450000000000045,22.950000000000045,12.6,78.0571428571,2.51428571429,25.785714285700003,7.75714285714,31.7,21.7,5.9,40
199212,0.05305,0.08405,0.1417714,0.13451429999999998,0.0,24.79714285700004,25.0,20.55857142900004,27.25,22.350000000000023,3.56,77.5057142857,2.7,26.1,7.8571428571399995,31.1,21.7,4.8,37
199213,0.0561790909090909,0.08393725647058824,0.1348429,0.1068,0.0,24.06857142900003,24.27857142900001,20.428571429000044,27.150000000000034,22.650000000000034,21.0,80.2385714286,2.8,26.2,5.71428571429,32.2,22.2,2.3,29
199214,0.09995,0.07765,0.1930667,0.1769,122.27,24.832857143000012,24.921428571000035,20.734285714000066,27.05000000000001,22.850000000000023,16.2,78.0671428571,2.74285714286,26.228571428600002,7.52857142857,31.1,21.7,24.1,30
199215,0.1039,0.1315,0.1224714,0.1243857,43.21,25.532857143,25.728571429000056,21.04571428600002,28.450000000000045,22.75,11.1,76.3757142857,3.6142857142900002,26.985714285700002,7.84285714286,32.8,21.7,0.0,30
199216,0.07515,0.09743333,0.1590286,0.17298570000000002,83.11,24.681428571000026,24.850000000000023,21.792857142999992,27.25,23.450000000000045,70.6,84.1842857143,2.1428571428599996,26.8142857143,5.88571428571,31.7,22.8,24.5,28
199217,0.0922,0.1137,0.15141429999999997,0.1548286,36.16,24.938571429000035,25.107142857000042,20.898571429000015,27.450000000000045,23.350000000000023,25.8,78.4257142857,2.82857142857,26.6714285714,7.24285714286,31.7,22.2,4.6,23
199218,0.0125,0.0635,0.07031429,0.08944286,0.0,25.04714285700004,25.371428571000024,20.25,28.950000000000045,22.450000000000045,4.0,74.9328571429,3.6142857142900002,27.3714285714,6.5,33.9,23.3,1.6,24
199219,0.10875,0.2169,0.1823286,0.2073571,13.92,25.185714286000007,25.292857142999992,21.071428571000013,28.950000000000045,22.850000000000023,45.0,78.48,3.0,26.785714285700003,6.914285714289999,33.9,22.2,32.0,29
199220,0.101875,-0.0088,0.14206670000000002,0.1259,2.94,25.184285714000055,25.36428571400006,21.125714286000004,27.25,23.25,27.5,78.38142857140001,2.22857142857,27.4428571429,5.95714285714,31.1,22.8,8.1,26
199221,0.1024,0.0686,0.06238333,0.0574,71.85,25.25857142900003,25.407142857000053,22.617142857000033,27.850000000000023,23.650000000000034,570.5,85.6471428571,2.7142857142900003,27.8571428571,6.77142857143,32.8,23.3,22.1,23
199222,0.1215,0.0814486274117647,0.2191571,0.2130143,186.25,25.46571428599998,25.600000000000023,23.184285714000055,28.25,23.850000000000023,130.3,87.3014285714,2.3571428571400004,27.4285714286,5.95714285714,31.7,23.9,80.2,20
199223,0.12165,0.13995,0.1100857,0.1022286,42.24,25.954285714000036,26.07857142900002,23.372857143000033,27.850000000000023,24.650000000000034,50.0,85.8271428571,2.1142857142900002,27.5,6.914285714289999,31.7,22.8,103.9,19
199224,0.08395,0.0856,0.10237139999999999,0.11177139999999999,43.21,25.75142857100002,25.81428571400005,23.004285714000048,27.350000000000023,24.450000000000045,43.8,84.87,1.9857142857099999,28.2,6.87142857143,32.8,24.4,102.4,20
199225,0.10445,0.15315,0.18115710000000002,0.19208570000000003,52.07,25.781428570999992,25.80714285700003,22.892857143000015,27.850000000000023,23.850000000000023,37.1,84.2485714286,2.0,28.285714285700003,6.74285714286,32.8,24.4,29.8,26
199226,0.1302,0.1302,0.13938,0.11475,52.96,26.418571429000053,26.400000000000034,23.234285714000066,28.650000000000034,24.850000000000023,33.7,82.7771428571,1.72857142857,28.485714285700002,7.02857142857,32.8,23.9,5.4,29
199227,0.1194,0.1439,0.1693286,0.1684714,10.74,27.027142857000058,27.228571429000056,23.125714286000004,28.650000000000034,25.150000000000034,10.0,79.33428571430001,2.27142857143,29.228571428600002,6.6428571428600005,33.3,25.6,3.1,31
199228,0.05328273785714287,0.192,0.14685710000000002,0.1530714,1.86,27.135714285999995,27.414285714000016,23.04857142900005,29.05000000000001,25.55000000000001,5.4,78.4971428571,2.7857142857099997,28.728571428600002,6.61428571429,32.8,24.4,1.8,28
199229,0.11199999999999999,0.1255,0.14214000000000002,0.18253329999999998,94.14,26.640000000000043,26.678571429000044,22.902857143000006,28.650000000000034,24.850000000000023,46.1,80.15,2.0,27.6285714286,6.04285714286,31.7,23.9,45.2,26
